CLAVE CCT,TURNO,NIVEL,SOSTENIMIENTO,NOMBRE,CALLE,NUMERO,COLONIA,LOCALIDAD,MUNICIPIO,LATITUD,LONGITUD
 01DPR0272N, 1 - MATUTINO  , PRIMARIA, PÚBLICO, PROF. EDMUNDO GAMEZ OROZCO, CALLE SAN MIGUEL EL ALTO, 305, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.910042, -102.304187
 01DPR0276J, 1 - MATUTINO  , PRIMARIA, PÚBLICO, LIC. ADOLFO LOPEZ MATEOS, CALLE AVIACION, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.878842, -102.276398
 01DPR0278H, 1 - MATUTINO  , PRIMARIA, PÚBLICO, CLUB DE LEONES NUM. 1, CALLE CARLOS SAGREDO, 701, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.893154, -102.305706
 01DPR0279G, 1 - MATUTINO  , PRIMARIA, PÚBLICO, FRANCISCO DE RIVERO Y GUTIERREZ, CALLE DR. JOSE GONZALEZ SARACHO, 110, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.883014, -102.29237
 01DPR0280W, 1 - MATUTINO  , PRIMARIA, PÚBLICO, FRAY BARTOLOME DE LAS CASAS, CALLE SOLEDAD, 123, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.876952, -102.288141
 01DPR0281V, 1 - MATUTINO  , PRIMARIA, PÚBLICO, EDMUNDO GAMES OROZCO, CALLE FELIPE RUIZ DE CHAVEZ, 601, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.891503, -102.311622
 01DPR0282U, 1 - MATUTINO  , PRIMARIA, PÚBLICO, ENRIQUE C. REBSAMEN, CALLE JOSE MARIA AVILA, 112, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.894725, -102.308182
 01DPR0283T, 1 - MATUTINO  , PRIMARIA, PÚBLICO, LIC. FRANCISCO PRIMO VERDAD, CALLE JARDIN RINCON GALLARDO, 3, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.883179, -102.293037
 01DPR0284S, 1 - MATUTINO  , PRIMARIA, PÚBLICO, FRANCISCO ZARCO, CALLE CRISTOBAL COLON, 677, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.871646, -102.293142
 01DPR0285R, 1 - MATUTINO  , PRIMARIA, PÚBLICO, 16 DE SEPTIEMBRE, CALLE 16 DE SEPTIEMBRE, 1, RURAL, SANTA CRUZ DE LA PRESA (LA TLACUACHA), AGUASCALIENTES, 21.854722, -102.378333
 01DPR0286Q, 1 - MATUTINO  , PRIMARIA, PÚBLICO, NIÑOS HEROES, AVENIDA MAHATMA GANDHI, 999, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.827641, -102.29374
 01DPR0287P, 1 - MATUTINO  , PRIMARIA, PÚBLICO, IGNACIO ZARAGOZA, NINGUNO NINGUNO, 0, RURAL, SAN PEDRO CIENEGUILLA, AGUASCALIENTES, 21.716389, -102.411944
 01DPR0288O, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MELCHOR OCAMPO, NINGUNO NINGUNO, 0, RURAL, SAN JOSÉ DE LA ORDEÑA, AGUASCALIENTES, 21.951389, -102.153056
 01DPR0293Z, 1 - MATUTINO  , PRIMARIA, PÚBLICO, RICARDO FLORES MAGON, CALLE VICENTE GUERRERO, 26, RURAL, EL SALTO DE LOS SALADO, AGUASCALIENTES, 21.755833, -102.377778
 01DPR0302R, 1 - MATUTINO  , PRIMARIA, PÚBLICO, AGUSTIN MELGAR, CALLE CONSTITUCION, 0, URBANO, SAN ANTONIO DE PEÑUELAS, AGUASCALIENTES, 21.674167, -102.301389
 01DPR0328Z, 1 - MATUTINO  , PRIMARIA, PÚBLICO, HEROES DE LA INDEPENDENCIA, CALLE MA. CONCEPCION HERNANDEZ, 0, URBANO, NORIAS DE OJOCALIENTE, AGUASCALIENTES, 21.889444, -102.215556
 01DPR0329Y, 1 - MATUTINO  , PRIMARIA, PÚBLICO, 16 DE SEPTIEMBRE, AVENIDA LICENCIADO ADOLFO LOPEZ MATEOS, 0, URBANO, JALTOMATE, AGUASCALIENTES, 22.015278, -102.145833
 01DPR0330N, 1 - MATUTINO  , PRIMARIA, PÚBLICO, HOGAR Y PATRIA, NINGUNO NINGUNO, 0, RURAL, LOS DURÓN, AGUASCALIENTES, 21.766667, -102.136111
 01DPR0333K, 1 - MATUTINO  , PRIMARIA, PÚBLICO, CARMEN MARTIN DEL CAMPO, AVENIDA REVOLUCION, 202, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.847864, -102.318334
 01DPR0334J, 1 - MATUTINO  , PRIMARIA, PÚBLICO, VENUSTIANO CARRANZA, AVENIDA ROSAS GUADALUPANAS, 227, RURAL, HACIENDA NUEVA, AGUASCALIENTES, 21.9075, -102.358889
 01DPR0335I, 1 - MATUTINO  , PRIMARIA, PÚBLICO, CUAUHTEMOC, CALLE MARTIRES DE RIO BLANCO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.907199, -102.253542
 01DPR0336H, 1 - MATUTINO  , PRIMARIA, PÚBLICO, JOSE MARIA CHAVEZ, NINGUNO NINGUNO, 0, RURAL, EL COLORADO (EL SOYATAL), AGUASCALIENTES, 21.904444, -102.168333
 01DPR0337G, 1 - MATUTINO  , PRIMARIA, PÚBLICO, GENERAL LUCIO BLANCO, CALLE CANARIO, 0, RURAL, LOS CUERVOS (LOS OJOS DE AGUA), AGUASCALIENTES, 21.730833, -102.160833
 01DPR0338F, 1 - MATUTINO  , PRIMARIA, PÚBLICO, JESUS F. CONTRERAS, CALLE CUAHUTEMOC, 101, RURAL, CUAUHTÉMOC (LAS PALOMAS), AGUASCALIENTES, 21.755556, -102.350278
 01DPR0340U, 1 - MATUTINO  , PRIMARIA, PÚBLICO, BRAULIO RODRIGUEZ, NINGUNO NINGUNO, 0, RURAL, EL CONEJAL, AGUASCALIENTES, 21.916944, -102.206667
 01DPR0341T, 1 - MATUTINO  , PRIMARIA, PÚBLICO, ANASTASIO SERNA, CALLE ANASTASIO SERNA, 502, RURAL, CENTRO DE ARRIBA (EL TARAY), AGUASCALIENTES, 21.730833, -102.498333
 01DPR0342S, 1 - MATUTINO  , PRIMARIA, PÚBLICO, LAZARO CARDENAS, AVENIDA LICENCIADO ADOLFO LOPEZ MATEOS, 310, RURAL, EL NIÁGARA, AGUASCALIENTES, 21.779722, -102.374167
 01DPR0343R, 1 - MATUTINO  , PRIMARIA, PÚBLICO, BELISARIO DOMINGUEZ, CALLE BELISARIO DOMINGUEZ, 101, RURAL, LOS NEGRITOS, AGUASCALIENTES, 21.8725, -102.3425
 01DPR0347N, 1 - MATUTINO  , PRIMARIA, PÚBLICO, CRISTOBAL COLON, CALLE 20 DE NOVIEMBRE, 0, RURAL, MONTORO, AGUASCALIENTES, 21.754472, -102.302753
 01DPR0350A, 1 - MATUTINO  , PRIMARIA, PÚBLICO, GENERAL DE DIVISION ENRIQUE ESTRADA, CALLE EMILIANO ZAPATA, 0, RURAL, ARELLANO, AGUASCALIENTES, 21.800833, -102.274444
 01DPR0351Z, 1 - MATUTINO  , PRIMARIA, PÚBLICO, LIC. JESUS TERAN, CALLE HEROICO COLEGIO MILITAR, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.887027, -102.275915
 01DPR0352Z, 1 - MATUTINO  , PRIMARIA, PÚBLICO, REFORMA, CALLE MELQUIADES MORENO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.899365, -102.295232
 01DPR0354X, 1 - MATUTINO  , PRIMARIA, PÚBLICO, PROFA. ROSA TRILLO LOPEZ, PROLONGACIÓN LIBERTAD, 1029, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.895251, -102.299205
 01DPR0356V, 1 - MATUTINO  , PRIMARIA, PÚBLICO, RAFAEL ARELLANO VALLE, CALLE GERONIMO DE OROZCO, 602, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.893876, -102.286539
 01DPR0358T, 1 - MATUTINO  , PRIMARIA, PÚBLICO, EMILIANO ZAPATA, CALLE EMILIANO ZAPATA, 18, RURAL, CIENEGUILLA (LA LUMBRERA), AGUASCALIENTES, 21.732222, -102.453611
 01DPR0359S, 1 - MATUTINO  , PRIMARIA, PÚBLICO, GENERAL FRANCISCO VILLA, NINGUNO NINGUNO, 0, RURAL, EL DURAZNILLO, AGUASCALIENTES, 21.780833, -102.165556
 01DPR0360H, 1 - MATUTINO  , PRIMARIA, PÚBLICO, DR. JESUS DIAZ DE LEON, CALLE GENERAL VICENTE GUERRERO, 327, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.876433, -102.298644
 01DPR0361G, 1 - MATUTINO  , PRIMARIA, PÚBLICO, JOSE MARIA CHAVEZ, CALLE CAMPECHE, 276, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.879707, -102.315886
 01DPR0362F, 1 - MATUTINO  , PRIMARIA, PÚBLICO, 21 DE AGOSTO, CALLE ESPARZA OTEO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.880287, -102.308151
 01DPR0363E, 1 - MATUTINO  , PRIMARIA, PÚBLICO, INDEPENDENCIA, CALLE NARANJO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.873987, -102.309619
 01DPR0366B, 1 - MATUTINO  , PRIMARIA, PÚBLICO, JOSE MARIA MORELOS, CALLE DR. IGNACIO T. CHAVEZ, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.872684, -102.302461
 01DPR0367A, 1 - MATUTINO  , PRIMARIA, PÚBLICO, VICENTE GUERRERO, CALLE EMILIANO ZAPATA, 7, RURAL, LOS CAÑOS, AGUASCALIENTES, 21.781667, -102.4675
 01DPR0368Z, 1 - MATUTINO  , PRIMARIA, PÚBLICO, VALENTIN GOMEZ FARIAS, CALLE VALENTIN GOMEZ FARIAS, 314, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.884967, -102.300934
 01DPR0369Z, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MELCHOR OCAMPO, CALLE MELCHOR OCAMPO, 135, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.887101, -102.293805
 01DPR0373L, 1 - MATUTINO  , PRIMARIA, PÚBLICO, PEDRO GARCIA ROJAS, CALLE MELQUIADES MORENO, 819, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.898714, -102.294199
 01DPR0374K, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MELQUIADES MORENO, CALLE ZARAGOZA, 505, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.886269, -102.291494
 01DPR0377H, 1 - MATUTINO  , PRIMARIA, PÚBLICO, FERMIN BECERRA, CALLE ADOLFO RUIZ CORTINES, 52, RURAL, PEÑUELAS (EL CIENEGAL), AGUASCALIENTES, 21.7225, -102.275833
 01DPR0378G, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MANUEL FERNANDEZ, CALLE CATARINO ARREOLA, 44, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.885687, -102.276344
 01DPR0381U, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MIGUEL HIDALGO Y COSTILLA, CALLE GERTRUDIS SANCHEZ, 0, RURAL, BUENAVISTA DE PEÑUELAS, AGUASCALIENTES, 21.7175, -102.295556
 01DPR0396W, 1 - MATUTINO  , PRIMARIA, PÚBLICO, GABRIEL RAMOS MILLAN, CALLE 20 DE NOVIEMBRE, 228, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.884185, -102.26365
 01DPR0403P, 1 - MATUTINO  , PRIMARIA, PÚBLICO, DR. FRANCISCO GUEL JIMENEZ, CALLE ARAGON, 201, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.864466, -102.315044
 01DPR0421E, 1 - MATUTINO  , PRIMARIA, PÚBLICO, FRANCISCO I. MADERO, CALLEJÓN GRANADA, 0, RURAL, CAÑADA GRANDE DE COTORINA, AGUASCALIENTES, 21.782222, -102.236389
 01DPR0436G, 1 - MATUTINO  , PRIMARIA, PÚBLICO, FORD 57, CALLE C, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.90869, -102.28408
 01DPR0437F, 1 - MATUTINO  , PRIMARIA, PÚBLICO, BENITO JUAREZ, CALLE BENITO JUAREZ, 0, URBANO, POCITOS, AGUASCALIENTES, 21.921236, -102.331701
 01DPR0441S, 1 - MATUTINO  , PRIMARIA, PÚBLICO, JUSTO SIERRA, CALLE REPUBLICA MEXICANA, 1, RURAL, EL TANQUE DE LOS JIMÉNEZ, AGUASCALIENTES, 21.708333, -102.373889
 01DPR0442R, 1 - MATUTINO  , PRIMARIA, PÚBLICO, LIC. BENITO JUAREZ, NINGUNO NINGUNO, 0, RURAL, SOLEDAD DE ABAJO, AGUASCALIENTES, 21.778611, -102.105
 01DPR0444P, 1 - MATUTINO  , PRIMARIA, PÚBLICO, J. JESUS DE LIRA, CALLE OLIVARES SANTANA, 0, RURAL, SANTA MARÍA DE GALLARDO, AGUASCALIENTES, 22.048333, -102.115
 01DPR0448L, 1 - MATUTINO  , PRIMARIA, PÚBLICO, PENSADOR MEXICANO, CALLE RINCON NORTE, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.880793, -102.308033
 01DPR0451Z, 1 - MATUTINO  , PRIMARIA, PÚBLICO, LIC. BENITO JUAREZ, CALLE FILEMON ALONSO, 127, RURAL, EL CARIÑÁN, AGUASCALIENTES, 21.894167, -102.370833
 01DPR0458S, 1 - MATUTINO  , PRIMARIA, PÚBLICO, CARLOS A. CARRILLO, CALLE 20 DE NOVIEMBRE, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.894309, -102.286925
 01DPR0469Y, 1 - MATUTINO  , PRIMARIA, PÚBLICO, LIC. LUIS CABRERA, CIRCUITO DEL MOSTO, 201, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.89849, -102.281512
 01DPR0471M, 1 - MATUTINO  , PRIMARIA, PÚBLICO, VICENTE GUERRERO, CALLE ARTÍCULO NÚMERO 3, 306, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.852089, -102.340903
 01DPR0472L, 1 - MATUTINO  , PRIMARIA, PÚBLICO, EL NIÑO ARTILLERO, CALLE MATIAS SAUCEDO, 101, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.904505, -102.266711
 01DPR0487N, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MEXICO, CALLE COAHUILA, 202, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.859664, -102.278348
 01DPR0489L, 1 - MATUTINO  , PRIMARIA, PÚBLICO, GENERAL GUADALUPE VICTORIA, CALLE EMILIANO ZAPATA, 0, RURAL, EL REFUGIO DE PEÑUELAS, AGUASCALIENTES, 21.716389, -102.288889
 01DPR0490A, 1 - MATUTINO  , PRIMARIA, PÚBLICO, HEROE DE NACOZARI, CALLE SAUCE, 219, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.874133, -102.275847
 01DPR0494X, 1 - MATUTINO  , PRIMARIA, PÚBLICO, DR. JAIME TORRES BODET, PROLONGACIÓN LIBERTAD, 2423, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.90637, -102.301319
 01DPR0496V, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, LIC. EZEQUIEL A CHAVEZ, CALLE ARAGON, 201, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.864466, -102.315044
 01DPR0502P, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, ISIDRO SALAZAR MORALES, CALLE LA SALUD, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.868176, -102.23762
 01DPR0509I, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MARTIN TRIANA, NINGUNO NINGUNO, 0, RURAL, LOMAS DE ARELLANO, AGUASCALIENTES, 21.778333, -102.262222
 01DPR0514U, 1 - MATUTINO  , PRIMARIA, PÚBLICO, FRANCISCO VILLA, CALLE SAN GERONIMO, 0, RURAL, EL MALACATE, AGUASCALIENTES, 21.839167, -102.236111
 01DPR0515T, 1 - MATUTINO  , PRIMARIA, PÚBLICO, JOSE MARIA ELIZALDE, NINGUNO NINGUNO, 0, RURAL, MATAMOROS [CONGREGACIÓN], AGUASCALIENTES, 21.788056, -102.071389
 01DPR0517R, 1 - MATUTINO  , PRIMARIA, PÚBLICO, ALFONSO ESPARZA OTEO, CALLE FRANZ SCHUBERT, 204, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.894941, -102.278816
 01DPR0519P, 1 - MATUTINO  , PRIMARIA, PÚBLICO, CARITINO MALDONADO, CALLE FELIPE ANGELES, 517, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.87155, -102.272757
 01DPR0520E, 1 - MATUTINO  , PRIMARIA, PÚBLICO, NIÑOS HEROES, NINGUNO NINGUNO, 0, RURAL, EL GUARDA, AGUASCALIENTES, 21.799444, -102.208889
 01DPR0529W, 1 - MATUTINO  , PRIMARIA, PÚBLICO, FORD 115, CALLE ROSAURA ZAPATA, 501, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.842252, -102.295311
 01DPR0530L, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, JOSE GUADALUPE NAJERA JIMENEZ, CALLE MATIAS SAUCEDO, 101, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.904505, -102.266711
 01DPR0531K, 1 - MATUTINO  , PRIMARIA, PÚBLICO, ING. LUIS ORTEGA DOUGLAS, CALLE ANTONIO GISBERT, 102, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.892975, -102.272399
 01DPR0534H, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MAURICIO MAGDALENO, CALLE ARTICULO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.930458, -102.284229
 01DPR0535G, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MANUEL CARPIO, CALLE GARITA DE ZACATECAS, 3, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.892568, -102.29479
 01DPR0538D, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MIGUEL CARPIO VELAZQUEZ, NINGUNO NINGUNO, 0, RURAL, EL RELICARIO, AGUASCALIENTES, 21.838889, -102.222222
 01DPR0541R, 1 - MATUTINO  , PRIMARIA, PÚBLICO, J. JESUS GOMEZ PORTUGAL, CALLE ACUARIO, 103, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.8691, -102.269053
 01DPR0543P, 1 - MATUTINO  , PRIMARIA, PÚBLICO, LIC. JOSE VASCONCELOS CALDERON, CALLE LA LUNA, 106, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.872079, -102.284854
 01DPR0544O, 1 - MATUTINO  , PRIMARIA, PÚBLICO, ALBERTO J. PANI, AVENIDA FERROCARRIL, 1335, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.868428, -102.278366
 01DPR0546M, 1 - MATUTINO  , PRIMARIA, PÚBLICO, JOSE L. PEDROZA, CALLE DENEB, 110, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.870813, -102.268394
 01DPR0547L, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MAGISTERIO NACIONAL, CALLE ARQUIMIDES CABALLERO, 200, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.857257, -102.301792
 01DPR0551Y, 1 - MATUTINO  , PRIMARIA, PÚBLICO, JUAN ESCUTIA, CALLE LUIS MOYA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.84814, -102.311269
 01DPR0556T, 1 - MATUTINO  , PRIMARIA, PÚBLICO, ALBERTO FUENTES DAVILA, NINGUNO NINGUNO, 0, RURAL, OJO DE AGUA DE PALMITAS, AGUASCALIENTES, 21.860833, -102.228056
 01DPR0557S, 1 - MATUTINO  , PRIMARIA, PÚBLICO, RAFAEL RAMIREZ UGARTE, CALLE JOSE A. VELARDE, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.854923, -102.322168
 01DPR0559Q, 1 - MATUTINO  , PRIMARIA, PÚBLICO, EJERCITO NACIONAL, CALLE NAYARIT, 301, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.863931, -102.280238
 01DPR0560F, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, MAURICIO MAGDALENO, CALLE ARTICULO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.930458, -102.284229
 01DPR0561E, 1 - MATUTINO  , PRIMARIA, PÚBLICO, ISIDRO CASTILLO PEREZ, CALLE JUVENTINO ESPINOZA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.855021, -102.32261
 01DPR0568Y, 1 - MATUTINO  , PRIMARIA, PÚBLICO, LUIS FELIPE OBREGON, CALLE POPOCATEPEL, 211, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.875539, -102.269799
 01DPR0569X, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MA. CONCEPCION MALDONADO RODRIGUEZ, CALLE MIGUEL DE CERVANTES SAAVEDRA, 209, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.898203, -102.278013
 01DPR0570M, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MARTIN LUIS GUZMAN, CALLE VICTOR ROSALES, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.851579, -102.29815
 01DPR0574I, 1 - MATUTINO  , PRIMARIA, PÚBLICO, ENRIQUE GARCIA GALLEGOS, CALLE ROSALIA MONROY, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.849232, -102.321692
 01DPR0576G, 1 - MATUTINO  , PRIMARIA, PÚBLICO, FRANCISCO MARQUEZ, CALLE MACLOVIO HERRERA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.849969, -102.317439
 01DPR0581S, 1 - MATUTINO  , PRIMARIA, PÚBLICO, GABRIEL FERNANDEZ LEDEZMA, CALLE 1, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.868313, -102.27284
 01DPR0586N, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, MARTIN LUIS GUZMAN, CALLE VICTOR ROSALES, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.851579, -102.29815
 01DPR0594W, 1 - MATUTINO  , PRIMARIA, PÚBLICO, HERMENEGILDO GALEANA, NINGUNO NINGUNO, 0, RURAL, NORIAS DE CEDAZO (CEDAZO NORIAS DE MONTORO), AGUASCALIENTES, 21.771667, -102.311111
 01DPR0595V, 1 - MATUTINO  , PRIMARIA, PÚBLICO, JOSE T. VELA SALAS, NINGUNO NINGUNO, 0, RURAL, EL GIGANTE (ARELLANO), AGUASCALIENTES, 21.786389, -102.301389
 01DPR0597T, 1 - MATUTINO  , PRIMARIA, PÚBLICO, JESUS REYES HEROLES, CALLE POTRERO DEL LLANO, 202, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.905091, -102.294529
 01DPR0598S, 1 - MATUTINO  , PRIMARIA, PÚBLICO, QUETZALCOATL, CALLE CANARIO, 4499, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.847155, -102.299831
 01DPR0599R, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, QUETZALCOATL, CALLE CANARIO, 4499, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.847155, -102.299831
 01DPR0604M, 1 - MATUTINO  , PRIMARIA, PÚBLICO, EL CENTAURO DEL NORTE, CALLE H, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.910391, -102.280998
 01DPR0606K, 1 - MATUTINO  , PRIMARIA, PÚBLICO, JOAQUIN CRUZ RAMIREZ, BOULEVARD SAN MARCOS, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.869205, -102.317726
 01DPR0607J, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, MAGISTERIO NACIONAL, CALLE ARQUIMIDES CABALLERO, 200, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.857257, -102.301792
 01DPR0608I, 1 - MATUTINO  , PRIMARIA, PÚBLICO, RODOLFO LANDEROS GALLEGOS, CALLE PEÑUELAS, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.889191, -102.258646
 01DPR0609H, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, RODOLFO LANDEROS GALLEGOS, CALLE PEÑUELAS, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.889191, -102.258646
 01DPR0613U, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, EMILIANO ZAPATA, CALLE MIGUEL HIDALGO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.867206, -102.247091
 01DPR0614T, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, CUAUHTEMOC, CALLE MARTIRES DE RIO BLANCO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.907199, -102.253542
 01DPR0616R, 1 - MATUTINO  , PRIMARIA, PÚBLICO, LUIS REGALADO CECEÑA, CALLE LAS NORIAS, 201, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.873426, -102.250262
 01DPR0621C, 1 - MATUTINO  , PRIMARIA, PÚBLICO, FRANCISCO AGUAYO MORA, AVENIDA ALAMEDA, 21, RURAL, LA NUEVA TERESA, AGUASCALIENTES, 21.858611, -102.390278
 01DPR0623A, 1 - MATUTINO  , PRIMARIA, PÚBLICO, HEROE DE GRANADITAS, CALLE TERREMOTO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.88309, -102.251133
 01DPR0624Z, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, HEROE DE GRANADITAS, CALLE TERREMOTO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.88309, -102.251133
 01DPR0627X, 1 - MATUTINO  , PRIMARIA, PÚBLICO, BENITO JUAREZ, NINGUNO NINGUNO, 0, RURAL, EL CEDAZO (CEDAZO DE SAN ANTONIO), AGUASCALIENTES, 21.699444, -102.310833
 01DPR0629V, 1 - MATUTINO  , PRIMARIA, PÚBLICO, ANTONIO GUTIERREZ SOLA, CALLE CANARIO, 103, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.844112, -102.299426
 01DPR0631J, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, ANTONIO GUTIERREZ SOLA, CALLE CANARIO, 103, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.844112, -102.299426
 01DPR0632I, 1 - MATUTINO  , PRIMARIA, PÚBLICO, SATURNINO HERRAN, CALLE ARTICULO 31, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.937232, -102.28223
 01DPR0635F, 1 - MATUTINO  , PRIMARIA, PÚBLICO, NIÑOS HEROES, CALLE J. MEDINA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.84717, -102.308689
 01DPR0636E, 1 - MATUTINO  , PRIMARIA, PÚBLICO, DERECHOS HUMANOS, CALLE CANARIO, 310, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.842701, -102.249988
 01DPR0638C, 1 - MATUTINO  , PRIMARIA, PÚBLICO, SOLIDARIDAD, CALLE CUATRO MILPAS, 103, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.909342, -102.265205
 01DPR0639B, 1 - MATUTINO  , PRIMARIA, PÚBLICO, HEROES MEXICANOS, CALLE FCO. RAMIREZ MARTINEZ, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.915942, -102.249933
 01DPR0640R, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, HEROES MEXICANOS, CALLE FCO. RAMIREZ MARTINEZ, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.915942, -102.249933
