CLAVE CCT,TURNO,NIVEL,SOSTENIMIENTO,NOMBRE,CALLE,NUMERO,COLONIA,LOCALIDAD,MUNICIPIO,LATITUD,LONGITUD
 01DPR0182V, 1 - MATUTINO  , PRIMARIA, PÚBLICO, CUATRO DE ABRIL, CALLE LAZARO CARDENAS, 15, RURAL, ESTANCIA DE MOSQUEIRA, RINCÓN DE ROMOS, 22.145, -102.353333
 01DPR0185S, 1 - MATUTINO  , PRIMARIA, PÚBLICO, PRESIDENTE RUIZ CORTINES, CALLE DR. ALBERTO SABIN, 202, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.227253, -102.319443
 01DPR0224D, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MIGUEL HIDALGO, CALLE EMILIANO ZAPATA, 119, RURAL, LA BOQUILLA, RINCÓN DE ROMOS, 22.261111, -102.369444
 01DPR0226B, 1 - MATUTINO  , PRIMARIA, PÚBLICO, EMILIANO ZAPATA, CALLE BENITO JUAREZ, 1, URBANO, SAN JACINTO, RINCÓN DE ROMOS, 22.348611, -102.233611
 01DPR0227A, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MIGUEL HIDALGO, CALLE OLIVARES SANTANA, 0, URBANO, PABELLÓN DE HIDALGO, RINCÓN DE ROMOS, 22.172693, -102.338089
 01DPR0228Z, 1 - MATUTINO  , PRIMARIA, PÚBLICO, J. LUIS MOYA, CALLE 20 DE NOVIEMBRE, 19, RURAL, EL MILAGRO, RINCÓN DE ROMOS, 22.143333, -102.329444
 01DPR0230O, 1 - MATUTINO  , PRIMARIA, PÚBLICO, NIÑOS HEROES, CALLE 16 DE SEPTIEMBRE, 10, RURAL, MAR NEGRO, RINCÓN DE ROMOS, 22.239444, -102.261389
 01DPR0238G, 1 - MATUTINO  , PRIMARIA, PÚBLICO, FRANCISCA LOERA, CALLE MIGUEL HIDALGO, 1, RURAL, EL VALLE DE LAS DELICIAS, RINCÓN DE ROMOS, 22.316389, -102.218611
 01DPR0240V, 1 - MATUTINO  , PRIMARIA, PÚBLICO, HEROE DE NACOZARI, NINGUNO NINGUNO, 0, RURAL, RINCÓN DE ROMOS [ESTACIÓN], RINCÓN DE ROMOS, 22.226389, -102.278611
 01DPR0241U, 1 - MATUTINO  , PRIMARIA, PÚBLICO, DIEGO ROMO DE VIVAR, CALLE CHAPULTEPEC, 22, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.228242, -102.325779
 01DPR0300T, 1 - MATUTINO  , PRIMARIA, PÚBLICO, HEROINAS MEXICANAS, CALLE GENERAL FRANCISCO VILLA, 0, RURAL, 16 DE SEPTIEMBRE, RINCÓN DE ROMOS, 22.350278, -102.203611
 01DPR0394Y, 1 - MATUTINO  , PRIMARIA, PÚBLICO, EDMUNDO GAMES OROZCO, NINGUNO NINGUNO, 0, RURAL, CALIFORNIA, RINCÓN DE ROMOS, 22.285833, -102.250833
 01DPR0432K, 1 - MATUTINO  , PRIMARIA, PÚBLICO, BENITO JUAREZ, CALLE MIGUEL HIDALGO, 101, URBANO, PABLO ESCALERAS, RINCÓN DE ROMOS, 22.245977, -102.335202
 01DPR0435H, 1 - MATUTINO  , PRIMARIA, PÚBLICO, GUSTAVO DIAZ ORDAZ, CALLE DOLORES HIDALGO, 305, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.230549, -102.317784
 01DPR0445O, 1 - MATUTINO  , PRIMARIA, PÚBLICO, SILVESTRE DORADOR, NINGUNO NINGUNO, 0, RURAL, PUERTA DEL MUERTO (EL 15), RINCÓN DE ROMOS, 22.296944, -102.248889
 01DPR0483R, 1 - MATUTINO  , PRIMARIA, PÚBLICO, DR. FRANCISCO GUEL JIMENEZ, CALLE INSURGENTES, 0, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.226113, -102.3188
 01DPR0500R, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, PRESIDENTE RUIZ CORTINES, CALLE DR. ALBERTO SABIN, 202, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.227253, -102.319443
 01DPR0507K, 1 - MATUTINO  , PRIMARIA, PÚBLICO, DON MIGUEL HIDALGO Y COSTILLA, NINGUNO NINGUNO, 0, RURAL, SAN JUAN DE LA NATURA, RINCÓN DE ROMOS, 22.363056, -102.220556
 01DPR0565A, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, GUSTAVO DIAZ ORDAZ, CALLE DOLORES HIDALGO, 305, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.230549, -102.317784
 01DPR0592Y, 1 - MATUTINO  , PRIMARIA, PÚBLICO, FRANCISCO DIAZ DE LEON, CALLE BAJA CALIFORNIA SUR, 401, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.225508, -102.328311
 01DPR0596U, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, BENITO JUAREZ, CALLE MIGUEL HIDALGO, 101, URBANO, PABLO ESCALERAS, RINCÓN DE ROMOS, 22.245977, -102.335202
 01DPR0615S, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, FRANCISCO DIAZ DE LEON, CALLE BAJA CALIFORNIA SUR, 401, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.225508, -102.328311
 01DPR0625Z, 1 - MATUTINO  , PRIMARIA, PÚBLICO, JUAN ALDAMA, CALLE TEODORO OLIVARES, 0, URBANO, PABELLÓN DE HIDALGO, RINCÓN DE ROMOS, 22.178979, -102.340156
 01DPR0673I, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, RODRIGO RINCON GALLARDO, CALLE ALVARO OBREGON, 0, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.227499, -102.312046
 01DST0019F, 2 - VESPERTINO (INACTIVO) 1 - MATUTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 19, AVENIDA RUTA DE LA PLATA, 0, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.231893, -102.308091
 01DTA0205B, 1 - MATUTINO  , MEDIA SUPERIOR, PÚBLICO, CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 205, CALLE PROLONGACIÓN MAZATL, 630, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.234068, -102.301225
 01DTV0023F, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 23 CARMELITA MARTIN DEL CAMPO, NINGUNO NINGUNO, 0, RURAL, EL MILAGRO, RINCÓN DE ROMOS, 22.143333, -102.329444
 01DTV0038H, 1 - MATUTINO 2 - VESPERTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 38 ALFREDO V. BONFIL, CALLE OLIVARES SANTANA, 101, URBANO, PABLO ESCALERAS, RINCÓN DE ROMOS, 22.245604, -102.332568
 01DTV0056X, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 56 BENJAMIN DE LA MORA, CALLE HIDALGO, 8, RURAL, MORELOS, RINCÓN DE ROMOS, 22.235556, -102.356111
 01DTV0068B, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 68 SEBASTIAN LERDO DE TEJADA, CALLE FRESNO, 106, RURAL, LA BOQUILLA, RINCÓN DE ROMOS, 22.261111, -102.369444
 01DTV0083U, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 83 GABRIELA MISTRAL, CALLE FRANCISCO I. MADERO, 204, RURAL, CALIFORNIA, RINCÓN DE ROMOS, 22.285833, -102.250833
 01DTV0142T, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 142 16 DE SEPTIEMBRE, CALLE GENERAL FRANCISCO VILLA, 0, RURAL, 16 DE SEPTIEMBRE, RINCÓN DE ROMOS, 22.350278, -102.203611
 01DTV0143S, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 143 LUIS PEREZ CHAVEZ, NINGUNO NINGUNO, 0, RURAL, EL VALLE DE LAS DELICIAS, RINCÓN DE ROMOS, 22.316389, -102.218611
 01DTV0144R, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 144 MARTIRES DEL RIO BLANCO, CALLE PLUTARCO ELIAS S, 401, RURAL, SAN JUAN DE LA NATURA, RINCÓN DE ROMOS, 22.363056, -102.220556
 01DTV0166C, 1 - MATUTINO 2 - VESPERTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 166 MARIANO MATAMOROS, CALLE SANTA CRUZ, 104, RURAL, EL SAUCILLO, RINCÓN DE ROMOS, 22.258611, -102.298056
 01DTV0176J, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 176 HERMANOS FLORES MAGON, CALLE NIÑOS HEROES, 0, RURAL, MAR NEGRO, RINCÓN DE ROMOS, 22.239444, -102.261389
 01EDI0006C, 1 - MATUTINO  , INICIAL, PÚBLICO, CAI D.I.F. MA. DEL ROSARIO LUÉVANO MTZ., CALLE BAJA CALIFORNIA SUR, 301, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.227149, -102.328231
 01EIC0004F, 4 - DISCONTINUO  , CAPACITACION PARA EL TRABAJO, PÚBLICO, INSTITUTO DE CAPACITACION PARA EL TRABAJO PLANTEL RINCON, CALLE MIGUEL HIDALGO, 325, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.226768, -102.323109
 01EJN0004A, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, CAI D.I.F. MA. DEL ROSARIO LUÉVANO MTZ., CALLE BAJA CALIFORNIA SUR, 301, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.227149, -102.328231
 01EMS0001W, 2 - VESPERTINO  , MEDIA SUPERIOR, PÚBLICO, EDUCACION MEDIO SUPERIOR A DISTANCIA (EMSAD) PABELLON DE HIDALGO, CALLE NUEVA, 0, URBANO, PABELLÓN DE HIDALGO, RINCÓN DE ROMOS, 22.174548, -102.338039
 01EMS0008P, 1 - MATUTINO  , MEDIA SUPERIOR, PÚBLICO, EDUCACION MEDIO SUPERIOR A DISTANCIA (EMSAD) SAN JACINTO, AVENIDA ZACATECAS, 0, URBANO, SAN JACINTO, RINCÓN DE ROMOS, 22.348611, -102.233611
 01EMS0009O, 2 - VESPERTINO  , MEDIA SUPERIOR, PÚBLICO, EDUCACION MEDIA SUPERIOR A DISTANCIA (EMSAD) LA BOQUILLA, CALLE FRESNO, 106, RURAL, LA BOQUILLA, RINCÓN DE ROMOS, 22.260689, -102.368695
 01ETC0002D, 2 - VESPERTINO 1 - MATUTINO  , MEDIA SUPERIOR, PÚBLICO, COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO PLANTEL RINCON DE ROMOS, PROLONGACIÓN ALVARO OBREGON COL GUADALUPE, 0, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.230832, -102.308186
 01ETK0037B, 1 - MATUTINO  , MEDIA SUPERIOR, PÚBLICO, TELEBACHILLERATO COMUNITARIO J. GUADALUPE ROMO HERRERA, CALLE OLIVARES SANTANA, 0, URBANO, PABLO ESCALERAS, RINCÓN DE ROMOS, 22.245604, -102.332568
 01ETK0039Z, 2 - VESPERTINO  , MEDIA SUPERIOR, PÚBLICO, TELEBACHILLERATO COMUNITARIO EJIDO CALIFORNIA, CALLE FRANCISCO I. MADERO, 204, RURAL, CALIFORNIA, RINCÓN DE ROMOS, 22.285833, -102.250833
 01ETK0103K, 2 - VESPERTINO  , MEDIA SUPERIOR, PÚBLICO, TELEBACHILLERATO COMUNITARIO MORELOS, CALLE HIDALGO, 0, RURAL, MORELOS, RINCÓN DE ROMOS, 22.235556, -102.356111
 01ETK0104J, 2 - VESPERTINO  , MEDIA SUPERIOR, PÚBLICO, TELEBACHILLERATO COMUNITARIO EL SAUCILLO, CALLE SANTA CRUZ, 0, RURAL, EL SAUCILLO, RINCÓN DE ROMOS, 22.258784, -102.299859
 01FEI0466L, 5 - CONTINUO  , INICIAL, PÚBLICO, MODALIDAD NO ESCOLARIZADA RINCÓN DE ROMOS, NINGUNO NINGUNO, 0, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.229399, -102.323016
 01FIC0153M, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE EL AJILADERO, NINGUNO NINGUNO, 0, RURAL, EL AJILADERO, RINCÓN DE ROMOS, 22.290555, -102.361346
 01FIC0154L, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE LA BOQUILLA, NINGUNO NINGUNO, 0, RURAL, LA BOQUILLA, RINCÓN DE ROMOS, 22.262111, -102.371464
 01FIC0155K, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE LAS ANTENAS, NINGUNO NINGUNO, 0, RURAL, LAS ANTENAS, RINCÓN DE ROMOS, 22.205974, -102.326337
 01FIC0156J, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE 16 DE SEPTIEMBRE, NINGUNO NINGUNO, 0, RURAL, 16 DE SEPTIEMBRE, RINCÓN DE ROMOS, 22.349856, -102.205136
 01FIC0157I, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE FRESNILLO, NINGUNO NINGUNO, 0, RURAL, FRESNILLO, RINCÓN DE ROMOS, 22.245158, -102.338562
 01FIC0158H, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE SAN JUAN DE LA NATURA, NINGUNO NINGUNO, 0, RURAL, SAN JUAN DE LA NATURA, RINCÓN DE ROMOS, 22.363479, -102.220511
 01FIC0159G, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE BAJÍO DEL YERBANÍZ, NINGUNO NINGUNO, 0, RURAL, BAJÍO DEL YERBANÍZ, RINCÓN DE ROMOS, 22.263492, -102.262356
 01FIC0160W, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE TÚNEL DE POTRERILLO, NINGUNO NINGUNO, 0, RURAL, TÚNEL DE POTRERILLO, RINCÓN DE ROMOS, 22.235736, -102.417593
 01FIC0161V, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE CANAL GRANDE, NINGUNO NINGUNO, 0, RURAL, CANAL GRANDE, RINCÓN DE ROMOS, 22.145045, -102.345007
 01FIC0162U, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE SAN RAFAEL I POTRERO, NINGUNO NINGUNO, 0, RURAL, SAN RAFAEL I [POTRERO], RINCÓN DE ROMOS, 22.232921, -102.30549
 01FIC0163T, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE LOS ROSALES RANCHO, NINGUNO NINGUNO, 0, RURAL, LOS ROSALES [RANCHO], RINCÓN DE ROMOS, 22.187843, -102.337117
 01FIC0164S, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE EJIDO DEL BAJÍO, NINGUNO NINGUNO, 0, RURAL, EJIDO DEL BAJÍO, RINCÓN DE ROMOS, 22.261687, -102.300371
 01FIC0165R, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE EL PANAL EJIDO, NINGUNO NINGUNO, 0, RURAL, EL PANAL [EJIDO], RINCÓN DE ROMOS, 22.252043, -102.338005
 01FIC0209Y, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE PUERTA DEL MUERTO (EL 15), NINGUNO NINGUNO, 0, RURAL, PUERTA DEL MUERTO (EL 15), RINCÓN DE ROMOS, 22.296987, -102.247857
 01FIC0214J, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE EL VALLE DE LAS DELICIAS, NINGUNO NINGUNO, 0, RURAL, EL VALLE DE LAS DELICIAS, RINCÓN DE ROMOS, 22.315824, -102.219239
 01FIC0218F, 4 - DISCONTINUO  , CONAFE, PÚBLICO, CENTRO DE APOYO A LA EDUCACIÓN INICIAL DEL CONAFE PABELLÓN DE HIDALGO EJIDO EX-HACIENDA, NINGUNO NINGUNO, 0, RURAL, PABELLÓN DE HIDALGO [EJIDO EX-HACIENDA], RINCÓN DE ROMOS, 22.15095, -102.307076
 01FUA0017F, 1 - MATUTINO  , ESPECIAL, PÚBLICO, UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR NUM. 17, CALLE MANUEL DE VELASCO, 0, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.22463, -102.326076
 01FUA0022R, 1 - MATUTINO  , ESPECIAL, PÚBLICO, UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR NUM. 22, CALLE MANUEL DE VELASCO, 0, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.22463, -102.326076
 01FUA0032Y, 2 - VESPERTINO  , ESPECIAL, PÚBLICO, UNIDAD DE SERVICIOS DE APOYO A LA EDUACION REGULAR NUM. 32, CALLE MANUEL DE VELASCO, 0, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.22463, -102.326076
 01FUA0057G, 1 - MATUTINO  , ESPECIAL, PÚBLICO, UNIDAD DE SERVICIOS DE APOYO A LA EDUCACIÓN REGULAR NÚM. 57, CALLE MANUEL DE VELASCO, 0, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.22463, -102.326076
 01KJN0027W, 1 - MATUTINO  , CONAFE, PÚBLICO, PREESCOLAR COMUNITARIO, AVENIDA INDEPENDENCIA, 0, RURAL, 16 DE SEPTIEMBRE, RINCÓN DE ROMOS, 22.350278, -102.203611
 01KJN0083O, 1 - MATUTINO  , CONAFE, PÚBLICO, PREESCOLAR COMUNITARIO, NINGUNO NINGUNO, 0, RURAL, TÚNEL DE POTRERILLO, RINCÓN DE ROMOS, 22.235736, -102.417593
 01KJN0097R, 1 - MATUTINO  , CONAFE, PÚBLICO, PREESCOLAR COMUNITARIO, CALLE JESUS GARCIA, 0, RURAL, RINCÓN DE ROMOS [ESTACIÓN], RINCÓN DE ROMOS, 22.226389, -102.278611
 01KJN0110V, 1 - MATUTINO  , CONAFE, PÚBLICO, PREESCOLAR COMUNITARIO, NINGUNO NINGUNO, 0, RURAL, PABELLÓN DE HIDALGO [EJIDO EX-HACIENDA], RINCÓN DE ROMOS, 22.144419, -102.308661
 01KJN0171I, 1 - MATUTINO  , CONAFE, PÚBLICO, PREESCOLAR COMUNITARIO, NINGUNO NINGUNO, 0, RURAL, EL AJILADERO, RINCÓN DE ROMOS, 22.290556, -102.361389
 01KPR0035V, 1 - MATUTINO  , CONAFE, PÚBLICO, CURSO COMUNITARIO, NINGUNO NINGUNO, 0, RURAL, EL AJILADERO, RINCÓN DE ROMOS, 22.290556, -102.361389
 01KPR0054J, 1 - MATUTINO  , CONAFE, PÚBLICO, CURSO COMUNITARIO, NINGUNO NINGUNO, 0, RURAL, LAS CAMAS, RINCÓN DE ROMOS, 22.248139, -102.407492
 01KPR0233V, 1 - MATUTINO  , CONAFE, PÚBLICO, CURSO COMUNITARIO, NINGUNO NINGUNO, 0, RURAL, PABELLÓN DE HIDALGO [EJIDO EX-HACIENDA], RINCÓN DE ROMOS, 22.15095, -102.307076
 01MSU0006I, 4 - DISCONTINUO  , SUPERIOR, PÚBLICO, UNIVERSIDAD TECNOLOGICA DEL NORTE DE AGUASCALIENTES, AVENIDA UNIVERSIDAD, 1001, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.224818, -102.321567
 01MSU0033F, 4 - DISCONTINUO  , SUPERIOR, PRIVADO, INSTITUTO ALAMEDA A.C., CALLE FRANCISCO PRIMO VERDAD, 410, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.228423, -102.327775
 01MSU0059N, 4 - DISCONTINUO  , SUPERIOR, PRIVADO, INSTITUTO INTERNACIONAL DE AGUASCALIENTES, CALLE MANUEL DE VELASCO MARTÍNEZ, 101, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.225463, -102.325537
 01MSU9006R, 4 - DISCONTINUO  , SUPERIOR, PÚBLICO," ""ESCUELA NORMAL DE RINCÓN DE ROMOS """"DR. RAFAEL FRANCISCO AGUILAR LOMELÍ""""""", PROLONGACIÓN ALDAMA NORTE, 0, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.236498, -102.32573
 01PBH0048K, 1 - MATUTINO  , MEDIA SUPERIOR, PRIVADO, ESCUELA DE BACHILLERES MATIAS MARIN VARGAS, CALLE BAJA CALIFORNIA SUR, 405, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.22746, -102.33066
 01PBH0140R, 1 - MATUTINO  , MEDIA SUPERIOR, PRIVADO, INSTITUTO ALAMEDA A.C., CALLE FRANCISCO PRIMO VERDAD, 410, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.228423, -102.327775
 01PBH0164A, 1 - MATUTINO  , MEDIA SUPERIOR, PRIVADO, INSTITUTO INTEGRAL DE EDUCACIÓN MEDIA SUPERIOR (IIEMS) RINCÓN DE ROMOS, CALLE MORELOS, 202, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.228207, -102.322074
 01PBH0165Z, 1 - MATUTINO  , MEDIA SUPERIOR, PRIVADO, INSTITUTO INTEGRAL DE EDUCACIÓN MEDIA SUPERIOR (IIEMS) RINCÓN DE ROMOS, CALLE MORELOS, 202, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.228207, -102.322074
 01PBH0169W, 1 - MATUTINO  , MEDIA SUPERIOR, PRIVADO, INSTITUTO INTEGRAL DE EDUCACIÓN MEDIA SUPERIOR (IIEMS) RINCÓN DE ROMOS, CALLE MORELOS, 202, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.228207, -102.322074
 01PBT0168S, 2 - VESPERTINO  , CAPACITACION PARA EL TRABAJO, PRIVADO, ENGLISH AND ROBOTICS SCHOOL RINCON DE ROMOS, AVENIDA 20 DE NOVIEMBRE, 219, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.226719, -102.315719
 01PDI0079A, 1 - MATUTINO  , INICIAL, PRIVADO, CENTRO DE ATENCIÓN INFANTIL (CAI) EL COLIBRÍ S.C., CALLE MEXICO, 313, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.22676, -102.31895
 01PDI0110U, 1 - MATUTINO  , INICIAL, PRIVADO, C.A.I. EL MARAVILLOSO MUNDO DE LOS NIÑOS, CALLE PRIMO VERDAD, 309, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.228904, -102.324945
 01PDI0111T, 1 - MATUTINO  , INICIAL, PRIVADO, CAI EL MARAVILLOSO MUNDO DE LOS NIÑOS 2, CALLE PRIMO VERDAD, 316, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.228633, -102.325829
 01PDI0113R, 1 - MATUTINO  , INICIAL, PRIVADO, CENTRO DE ATENCIÓN INFANTIL INSTITUTO ALAMEDA A.C., CALLE FRANCISCO PRIMO VERDAD, 410, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.228423, -102.327775
 01PES0060I, 1 - MATUTINO  , SECUNDARIA, PRIVADO, ESCUELA SECUNDARIA GENERAL MATIAS MARIN VARGAS, CALLE BAJA CALIFORNIA SUR, 405, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.22746, -102.33066
 01PES0077I, 1 - MATUTINO  , SECUNDARIA, PRIVADO, INSTITUTO ALAMEDA A.C., CALLE FRANCISCO PRIMO VERDAD, 410, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.228423, -102.327775
 01PJN0078Y, 1 - MATUTINO  , PREESCOLAR, PRIVADO," ""INSTITUTO ALAMEDA, A.C.""", CALLE FRANCISCO PRIMO VERDAD, 410, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.228423, -102.327775
 01PJN0220W, 1 - MATUTINO  , PREESCOLAR, PRIVADO, EL MARAVILLOSO MUNDO DE LOS NIÑOS, CALLE PRIMO VERDAD, 309, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.228904, -102.324945
 01PJN0231B, 1 - MATUTINO  , PREESCOLAR, PRIVADO, CAI EL MARAVILLOSO MUNDO DE LOS NIÑOS 2, CALLE PRIMO VERDAD, 316, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.228633, -102.325829
 01PPR0024K, 1 - MATUTINO  , PRIMARIA, PRIVADO, COLEGIO CARLO ACUTIS SALZANO, CALLE HIDALGO, 107, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.23016, -102.32296
 01PPR0095E, 1 - MATUTINO  , PRIMARIA, PRIVADO," ""INSTITUTO ALAMEDA, A.C.""", CALLE FRANCISCO PRIMO VERDAD, 410, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.228423, -102.327775
 01SBC2072Z, 1 - MATUTINO  , MEDIA SUPERIOR, PRIVADO, DAVID GUTIERREZ ACOSTA, CALLE MORELOS SUR, 35, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.223889, -102.320343
 01SPI0002O, 1 - MATUTINO  , INICIAL, PRIVADO, CCAPI UN BUEN COMIENZO 2, AVENIDA CAXCAN, 0, URBANO, RINCÓN DE ROMOS, RINCÓN DE ROMOS, 22.233631, -102.310061
 01DCT0280G, 1 - MATUTINO  , MEDIA SUPERIOR, PÚBLICO, CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 280, CALLE CARRETERA MEXICO 45 AGUASCALIENTES-SAN FRANCISCO DE LOS ROMO, 0, URBANO, SAN FRANCISCO DE LOS ROMO, SAN FRANCISCO DE LOS ROMO, 22.082231, -102.270587
 01DJN0096I, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MA. LUISA VILLA DE GARCIA ROJAS, AVENIDA JUAREZ, 412, URBANO, SAN FRANCISCO DE LOS ROMO, SAN FRANCISCO DE LOS ROMO, 22.084438, -102.272809
 01DJN0118D, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MOISES SAENZ, NINGUNO NINGUNO, 0, RURAL, LA CONCEPCIÓN, SAN FRANCISCO DE LOS ROMO, 22.035278, -102.300278
 01DJN0127L, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, RICARDO CORPUS ALONSO, CALLE 16 DE SEPTIEMBRE, 0, RURAL, PUERTECITO DE LA VIRGEN, SAN FRANCISCO DE LOS ROMO, 21.960278, -102.268889
 01DJN0154I, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, ENEDINA DE ALBA MEDRANO, CALLE MANZANILLO, 0, URBANO, SAN FRANCISCO DE LOS ROMO, SAN FRANCISCO DE LOS ROMO, 22.070003, -102.272438
